location_id,dropdownname,locationname,contactname,addressline1,addressline2,addressline3,phone1,phone2,phone3,fax1,fax2,email,website,locationtext,locationcomments,addr_id,addressoverride,sortorder
106,Czech Republic - BIOTECHLAB-S,"BIOTECHLAB-S, Medical Co ",Dr Svitlana Babak,Chornovola Str. 97,"76005 Ivano-Frankivsk, Ukraine",,+380 342525710,,,Fax: +380 342525710˜,,info@biotechlab-s.com,www.biotechlab-s.com,,added by cicie,200,,
107,Denmark,NORDIC BIOSITE ApS,,"Toldbodgade 18, 5","DK-1253 Copenhagen, Denmark",,Free phone : 800 10595,,,Fax: +46 (0)8 756 94 90,,info@nordicbiosite.dk,www.nordicbiosite.dk,,added by cicie,200,,
108,Egypt,"TRINITY MEDICAL ",Boulos Barsoum,"17, El-sayes St., Hadayek Helwan","Cairo, Egypt",,+202 3703266,,,Fax: +202 3716514,,trinitymedicalegypt@gmail.com,,,added by cicie,200,,
109,Estonia,"NORDIC BIOSITE ",Yvonne Zar-Berglund,"Proppellervägen 4A, 18362 Täby, Sweden",,,+46 08 54 44 33 40,,,Fax: +46 08 756 94 90,,info@biosite.se,www.biosite.se,,added by cicie,200,,
110,Finland,NORDIC BIOSITE OY,,"Eteläesplanadi 24, 00130 Helsinki, Finland",,,+0800 11 13 33,,,Fax: +46 08 756 94 90,,info@biosite.fi,www.biosite.fi,,added by cicie,200,,
111,France,ABCYS SA,Manuel Sacha,5 rue Pierre Chausson,"75010 Paris, France",,+0627511994 or 0140038914,,,Fax: +144529269,,manual.sacha@abcysonline.com,www.abcysonline.com,,added by cicie,200,,
112,Germany - Milenia,"MILENIA BIOTEC GmbH ",Ralf Dostatni,Versailler Str. 1,"35394 Gießen, Germany",,+49 0 641 94 88,,,Fax: +49 0 641 94 88,,info@milenia-biotec.de,www.milenia-biotec.de,,added by cicie,200,,
113,Germany - Hölzel,HÖLZEL DIAGNOSTIKA Handels GmbH,"Veit Hölzel ",Hansaring 10,"50670 Koeln, Germany",,+49 2211260266,,,Fax: +49 2211260267,,info@hoelzel.de,www.hoelzel-biotech.com,,added by cicie,200,,
114,Germany - Trinova,"TRINOVA BIOCHEM GmbH "," Robert Pylypiw",Kerkraderstrasse 10,"35394 Giessen, Germany",,+49 641943900,,,Fax: +49 6419439022,,info@trinova.de,www.trinova.de,,added by cicie,200,,
115,Greece,"EXELIXIS Diagnostics ",Mr John Sampanis,"501 Mesogion Avenue, Ag. Paraskevi","153 42 Athens, Greece",,+30 210 60 10 910,,,Fax: +30 210 60 17 503,,info@exelixisdiagnostics.gr,www.exelixisdiagnostics.gr,,added by cicie,200,,
116,"Hong Kong - GENETIMES ",GENETIMES TECHNOLOGY INC,Yuan Zhao,"1F, Building No.28, 140 TianLin Road","Shanghai 200233, PR China",,+86 21 33676611,,,Fax: +86 21 33676155,,zhaoyuan@genetimes.com.cn,http://www.genetimes.com.cn,,added by cicie,200,,
117,Hong Kong - TIN HANG,"TIN HANG TECHNOLOGY LIMITED ",Dennis Wong,"Units 1904-06, 19/F, No 340 Queens Road Central","Hong Kong, PR China",,+852 28172121,,,Fax: +852 25807763,,sales@tinhangtech.com,www.tinhangtech.com,,added by cicie,200,,
118,Iceland,"NORDIC BIOSITE ",Yvonne Zar-Berglund,Proppellervägen 4A,"18362 Täby, Sweden",,+46 08 54 44 33 40,,,Fax: +46 08 756 94 90,,info@biosite.se,www.biosite.se,,added by cicie,200,,
119,India,"WELDON BIOTECH ",Anil Choudhary/ Rajan Dandona,"32-E Ist Floor, Patpar Ganj, Mayur Vihar PH-I","110091 Delhi, India",,+91 1122790239 or +91 1122759669,,,Fax: +91 1122794407,,info@weldonbiotech.com,www.weldonbiotech.com,,added by cicie,200,,
120,Iran,PADGINTEB,Miss Negin Chehrazi,"Unit 2, N°93, Khajeh Abdollah St","Dr Shariati St.,Tehran, Iran",,+98 2122887509,,,Fax: +98 2122863441,,info@padginteb.com,www.padginteb.com,,"added by cicie, malik",200,,
121,Israel,ENCO,Yifat Cohen,"1 Bar-Kocva St., POB 2736","Petach-Tiqva, Israel",,+972 39349922,,,Fax: +972 39349876,,enco@netvision.net.il,www.enco.co.il,,added by cicie,200,,
122,Italy - INALCO,INALCO S.p.A,Riccardo Rossi,"Labo Dept. Via Calabiana, 18","20139 Milano, Italy",,+39 0255213005,,,Fax: +39 025694518,,labo@inalco.it,www.inalco.it,,added by cicie,200,,
123,Italy - PANTEC,PANTEC S.r.l,"Anna Novara ","Corso Svizzera n? 185, ","10149 Torino, Italy",,+39 0117770510,,,Fax: + 39 0117761175,,a.novara@pantec.it,www.pantec.it,,added by cicie,200,,
125,Japan - FUNAKO,FUNAKOSHI CO. LTD,Rika Asakage,9-7 Hongo 2-Chome Bunkyou-Ku,"Tokyo 113-0033, Japan",,+81 3 5684 1620,,,Fax: +81 3 5684 1775,,reagent@funakoshi.co.jp,www.funakoshi.co.jp,,added by cicie,200,,
126,Korea - DAEMYUNG,"DAEMYUNG SCIENCE CO. LTD ",Alek Kwak,"DM Bldg 4F, 128-9 Garack-Dong","Sonpa-ku, 138-807 Seoul, Korea",,+8224521221,,,Fax: +82245521221,,info@dm4you.com,www.dm4you.com,,added by cicie,200,,
127,Korea - NEW KOREA,NEW KOREA INDUSTRIAL CO. LTD,Hyun Chul,"Saehan Bldg, 16-7˜Yangjae Dong","Seocho Gu,˜137-888 Seoul, Korea",,"+822 2057 5811~8 ",,,Fax: +822 2057 3656,,jhchae@nekoind.co.kr,www.nekoind.co.kr,,added by cicie,200,,
128,Latvia,"NORDIC BIOSITE ",Yvonne Zar-Berglund,Proppellervägen 4A,"18362 Täby, Sweden",,+46 08 54 44 33 40,,,Fax: +46 08 756 94 90,,info@biosite.se,www.biosite.se,,added by cicie,200,,
129,Mexico,CELL SCIENCES,Irwin Libeskind,"Neponset Valley Tech Park, 480 Neponset Street, Building 12A","Canton, MA 02021, USA",,+781 828 0610 or +888 769 1246,,,Fax: +781 828 0542,,irwin@cellsciences.com,www.cellsciences.com,,added by cicie,200,,
130,Netherlands,SANQUIN REAGENTS,John Voorn,"Plesmanlaan 125, 1066 CX","Amsterdam, The Netherlands",,+31 205123333 or +31 205123246,,,Fax: +31 205123570,,reagents@sanquin.nl,"www.sanquin.nl˜ ",,added by cicie,200,,
131,Norway,NORDIC BIOSITE AS,,"P.b.1681 Vika (Arbins gate 2) ","0253 Oslo, Norway",,+800 10 301,,,Fax: +46 08 756 94 90,,info@biosite.se,www.biosite.se,,added by cicie,200,,
132,Poland,"IMMUNIQ ",Beata Solon-Gogol,Ul. Sasiedzka 1,"44-240 Zory, Poland",,+48 (32) 607 10 15,,+48 509 933 167,Fax: +48 (32) 607 10 14,,info@immuniq.pl,www.immuniq.pl,,added by cicie,200,,
133,Romania,ELTA 90M Ltd,Dr Teodor Zamfirov,"19, Dunav Str., Ent. A Fl.1","1000 Sofia, Bulgaria",,+359 2 983 9649 or 2 483 3984,,,Fax: +359 2 983 2211,,elta90@dir.bg,www.elta90.com,,added by cicie,200,,
134,South/Central America,CELL SCIENCES,Irwin Libeskind,"Neponset Valley Tech Park, 480 Neponset Street, Building 12A","Canton, MA 02021, USA",,+781 828 0610 or +888 769 1246,,,Fax: +781 828 0542,,irwin@cellsciences.com,www.cellsciences.com,,added by cicie,200,,
135,Spain,"BIONOVA CIENTIFICA ",Eduardo Gimenez,"c/Abtao, 5 0f. 3","28007 Madrid, Spain",,+34 915515403,,,Fax: +34 914334545,,info@bionova.es,"www.bionova.es ",,added by cicie,200,,
136,Sweden,"NORDIC BIOSITE ",Yvonne Zar-Berglund,Proppellervägen 4A,"18362 Täby, Sweden",,+46 08 54 44 33 40,,,Fax: +46 08 756 94 90,,info@biosite.se,www.biosite.se,,added by cicie,200,,
137,Switzerland,"BIOTEST Schweiz ",Jean-Marie Racine,"Schützenstrasse 17, Postfach","5102 Rupperswil, Switzerland",,+41 628890000,,,Fax: +41 628890001,,mail@biotest.ch,www.biotest.ch,,added by cicie,200,,
138,Syria,"SYRIAN AGENCY ",Houssam Al-Refai,PO Box 11667,"Damascus, Syria",,+963 112222797 or +963 112233172,,,Fax: +963 112217154,,sya@net.sy,,,added by cicie,200,,
139,Taiwan,TAIWAN LIFE SUPPORT SYSTEMS INC,"Isaac Lin ","15 F, No. 81, Sec 2, Chen-The Road","10353 Taipei, Taiwan ",,+886 2 25559700,,,Fax: +886 2 25559695,,tlss@ms9.hinet.net,www.tlss.com.tw,,added by cicie,200,,
140,Turkey,TURAN LTD STI,Ramazan Turan,Altunizade Mah. Sirmaperde Sokak Gurur Sitest C. Block D.10,"34662 Üsküdar, Turkey",,+90 2166513748,,,Fax: +90 2166514630,,ramazanturan@turanltd.com,,,added by cicie,200,,
141,United States,CELL SCIENCES,Irwin Libeskind,"Neponset Valley Tech Park, 480 Neponset Street, Building 12A"," Canton, MA 02021, USA",,+781 828 0610 or +888 769 1246,,,Fax: +781 828 0542,,irwin@cellsciences.com,www.cellsciences.com,,added by cicie,200,,
142,United Kingdom,Gen-Probe Life Sciences Ltd.,,"Heron House Oaks Business Park, Crewe Road","Wythenshawe, Manchester. M23 9HZ, UK",,+44 161 946 2222,,,Fax: +44 161 946 2224,,diaclone@gen-probe.com,www.gen-probe.com,,added by cicie,200,,
143,Ukraine,"BIOTECHLAB-S, Medical Co ",Dr Svitlana Babak,Chornovola Str. 97,"76005 Ivano-Frankivsk, Ukraine",,+380 342525710,,,Fax: +380 342525710˜,,info@biotechlab-s.com,www.biotechlab-s.com,,added by cicie,200,,
145,UK,Gen-Probe Life Sciences Ltd.,,"Heron House Oaks Business Park, Crewe Road","Wythenshawe, Manchester. M23 9HZ, UK",,+44 161 946 2222,,,Fax: +44 161 946 2224,,"nucleon@gen-probe.com ",www.gen-probe.com,,added by cicie,200,,2
146,All other countries,GE Healthcare,,"Amerhsam Place, Little Chalfont","Bucks, HP7 9NA, UK",,,,,,,,www.gelifesciences.com/contact,,added by cicie,200,,1
147,Australia,Gen-Probe Life Sciences Ltd.,,"12 Blacklands Way, Abingdon Business Park","Abingdon, Oxfordshire, OX14 1DY, UK",,+44 01235 544220,,,Fax: +44 01235 544222,,elucigene@gen-probe.com,www.gen-probe.com,,added by cicie,200,,
148,Austria,Inno-Train Diagnostik GmbH,,Niederhöchstädter Straße 62,D-61476 Kronberg/Taunus,,"+49 0 6173 6079 30 ",,,Fax: +49 0 6173 6079 50,,info@Inno-Train.de,www.inno-train.de,,added by cicie,200,,
149,Czech Republic,"YBUX, spol. Sro",,Lyskova 2,"635 00 BRNO, Czech Republic",,+420 541 214 984,,,Fax: +420 541 214 984,,czech@ybux.eu,,,added by cicie,200,,
150,Germany,Inno-Train Diagnostik GmbH,,Niederhöchstädter Straße 62,D-61476 Kronberg/Taunus,,"+49 0 6173 6079 30 ",,,Fax: +49 0 6173 6079 50,,info@Inno-Train.de,www.inno-train.de,,added by cicie,200,,
151,Greece,Antisel A. Selidis Bros S.A.,,6  I.P.  Karatasiou str.,"542 50, Thessaloniki, Greece ",,+30 0310 32 2525,,,Fax: +30 0310 32 1912,,antisel@antisel.com,www.antisel.gr,,added by cicie,200,,
152,Hong Kong,Associated Medical Supplies Co. Ltd,,"Room 1201, Fo Tan Industrial Centre, 26 Au Pui Wan Street ","Fotan,  Shatin, N.T, Hong Kong",,+852 2604 9389,,,Fax: +852 2694 0866,,general@amscl.com,,,added by cicie,200,,
153,Hungary,Inno-Train Diagnostik GmbH,,Niederhöchstädter Straße  62,D-61476 Kronberg/Taunus,,"+49 0 6173 6079 30 ",,,Fax: +49 0 6173 6079 50,,info@Inno-Train.de,www.inno-train.de,,added by cicie,200,,
154,India,Biotron Healthcare (India) P.Ltd,,"301 Coral Classic, 20th Road","Chembur, Mumbai - 400 71, India",,+91 22 2528 7626/1015,,,Fax: +91 22 2528 1012,,sales@biotronhealthcare.com,,,added by cicie,200,,
155,Italy,Technogenetics srl,,"Viali Casiraghi 471, Sesto San Giovanni","20099, Milan, Italy",,+39 0226 289 253,,,Fax: +39 0222 476 838,,"customerservice@bouty.it ",www.technogenetics.it,,added by cicie,200,,
156,Israel,Tarom Applied Technologies Ltd,,"93 Jabotinsky Street, Petach-Tikva 49517, P.O.B. 39338"," Tel Aviv 61392, Israel",,+972 03 921 4145,,,Fax: +972 03 921 4146,,tarom@tarom.co.il,,,added by cicie,200,,
157,Korea - Innomeditech,Innomeditech Inc,,"4F Hawoo Building, 552-7, Dogok 1- Dong","Gangnam-Gu, Seoul, Korea 135-858",,+82 2 578 8827,,,Fax: +82 2 578 8828,,info@innomt.com,www.innomt.com,,added by cicie,200,,
158,Lebanon andJordan,Unitech International,,"PO Box 61 Kornet Chehwan, Galleria Center","Elissar, Beirut, Lebanon",,+961 4 921 711,,,Fax: +961 4 921 037,,unitech@inco.com.lb,,,added by cicie,200,,
159,Lithuania,Linea Libera,,Akademijos 2,"LT-08412 Vilnius, Lithuania",,+370 5 263 87 48,,,Fax: +370 5 263 87 49,,m.gaigalas@linealibera.lt,,,added by cicie,200,,
160,New Zealand,Gen-Probe Life Sciences Ltd.,,"12 Blacklands Way, Abingdon Business Park","Abingdon Oxfordshire, OX14 1DY, UK",,+44 01235 544220,,,Fax: +44 01235 544222,,elucigene@gen-probe.com,www.gen-probe.com,,added by cicie,200,,
161,Poland,Inno-Train Diagnostik GmbH,,Niederhöchstädter Straße 62,D-61476 Kronberg/Taunus,,"+49 0 6173 6079 30 ",,,Fax: +49 0 6173 6079 50,,info@Inno-Train.de,www.inno-train.de,,added by cicie,200,,
162,South Africa,Whitehead Scientific (Pty) Ttd,,"PO Box 194, Brackenfell 7561","Cape Town, South Africa",,+27 0 21 944 6460,,,Fax: +27 0 21 949 5478,,whitesci@whitesci.co.za,www.whitesci.co.za,,added by cicie,200,,
163,Spain,Diagnostica Longwood s.l.,,"Camino del Pilon, 86, casa 7 , Local Semisotano","50011 Zaragoza , Spain",,+34 0976 320 638,,,Fax: +34 0976 320 660,,dlw@longwood.com,www.dlongwood.com,,added by cicie,200,,
164,Switzerland,Inno-Train Diagnostik GmbH,,Niederhöchstädter Straße 62,D-61476 Kronberg/Taunus,,"+49 0 6173 6079 30 ",,,Fax: +49 0 6173 6079 50,,info@Inno-Train.de,www.inno-train.de,,added by cicie,200,,
165,Turkey,ATQ Biyoteknologi,,"7.Cad, 73/A , 06610-Birlik Mahallesi. ","Cankaya-Ankara, Turkey ",,+90 312 496 43 19,,,Fax: +90 312 496 43 18,,"burcu.erkurt@atq.com.tr ",www.atcmed.com,,added by cicie,200,,
167,Afghanistan,bioSciences / Hoora Pharma,,"# 14, Road # 3, Block 7&8, Bahadur Yar Jang Society, Ameer Khusro Road","Karachi-75100, Pakistan",,+92-21 34305031-5,,,Fax: +92-21 34305039,,info@hoorapharma.com,www.hoorapharma.com/,,added by cicie,200,"Khayaban-e-Ameer Khusro, Defence Housing Authority, Karachi, Sindh, Pakistan",
168,Albania,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
169,Algeria,bioMérieux,,"36, Rue Ahmed Ouaked","Dely Ibrahim, 16302  Alger ",,+ 213 21 33 57 96,,,Fax: + 213 21 33 57 97,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
170,Andorra,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
171,Angola,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067",South Africa,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
172,Argentina,bioMérieux Argentina,,Avenida Libertador 15350,1640 Acassuso,"Buenos Aires, Argentina",+54-114-742-8013,,,Fax: +54-114-747-0764,,,www.biomerieux.com.ar/servlet/srt/bio/argentina/home,,added by cicie,200,,
173,Argentina,bioMérieux Argentina,,Avenida Libertador 15350,1640 Acassuso,"Buenos Aires, Argentina",+54-114-742-8013,,,Fax: +54-114-747-0764,,,www.biomerieux.com.ar/servlet/srt/bio/argentina/home,,added by cicie,200,,
174,Armenia,ILEX Medical,,21 Hamelacha St. New Industrial Park,"Rosh Ha'ayin, 48091, Israel",,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,200,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
175,Australia,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
176,Austria,bioMérieux,,"Eduard Kittenberger Gasse 97, Top 3","A-1230  Wien ",,+43 1 86 50 650,,,Fax: +43 1 86 50 661,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
177,Azerbaijan,ILEX Medical,,21 Hamelacha St. New Industrial Park,"Rosh Ha'ayin, 48091, Israel",,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,200,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
178,Bahamas,Gen-Probe Technical Sales Representative,Lewis Gill,10210 Genetic Center Drive,"San Diego, CA 92121",,1-800-523-5001 Ext.5333,,,,,lewis.gill@gen-probe.com,,,added by cicie,200,,
179,Belarus,ILEX Medical,,21 Hamelacha St. New Industrial Park,"Rosh Ha'ayin, 48091, Israel",,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,200,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
180,Belgium,bioMérieux,,"Media Square, 18-19 Place des Carabiniers","1030  Bruxelles ",,+00.32.2.743.01.70,,,Fax: +00.32.2.733.55.97,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
181,Botswana,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview","2067, South Africa",,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
182,Brazil,Syslab Produtos para Laboratorios,,Rua Ministro José Gallotti,247 – CEP 04580-050 Brooklin – São Paulo – SP,,+011 5095-2701,,,Fax: +011 5044-4751,,syslab@syslab-sp.com.br,www.syslab-sp.com.br/,,added by cicie,200,,
183,Bulgaria,ILEX Biotech CEE,,21 Hamelacha St. New Industrial Park,"Rosh Ha'ayin, 48091, Israel",,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,info@ilexbiotech.com,www.ilexbiotech.com,,added by cicie,200,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
184,Cambodia,Medicom,,"P.O. Box 2462, #22, Street 184, Phnom Penh 3","CP 12 206, Kingdom of Cambodia",,+855 23 217 573,,,Fax: +855 23 426 515,,,www.medicom.com.kh/,,added by cicie,200,"Phnom Penh , Cambodia",
185,Canada - Quebec,"Gen-Probe Technical Sales Representative (Canada - Newfoundland, New Brunswick, Nova Scotia, Quebec)",Michael Morse,10210 Genetic Center Drive,"San Diego, CA 92121",,1-800-523-5001 Ext.5358,,,,,michaelmo@gen-probe.com,,,added by cicie,200,,
186,Canada - Ontario,Gen-Probe Technical Sales Representative (Canada - Ontario),Cindi Fox-Geffert,10210 Genetic Center Drive,"San Diego, CA 92121",,1-800-523-5001 Ext.5339,,,,,cindif@gen-probe.com,,,added by cicie,200,,
187,"Canada - Manitoba, Saskatchewan","Gen-Probe Technical Sales Representative (Canada - Manitoba, Saskatchewan)",Rodney Pederson,10210 Genetic Center Drive,"San Diego, CA 92121",,1-800-523-5001 Ext.5341,,,,,rodneyp@gen-probe.com,,,added by cicie,200,,
188,"Canada - Alberta, British Columbia","Gen-Probe Technical Sales Representative (Canada - Alberta, British Columbia)",Kristen Kilkelley,10210 Genetic Center Drive,"San Diego, CA 92121",,1-800-523-5001 Ext.5325,,,,,kristenk@gen-probe.com,,,added by cicie,200,,
189,Chile,Grifols Chile,,"Avda. Americo Vespucio, #2242, Comuno de Conchali",Santiago de Chile - Chile,,+56-2-3557200,,,Fax: +56-2-3557242,,chile@grifols.com,www.grifols.com/web/contenidoWorldwide2.asp?seccion=3&subseccion=152&tercero=1,,added by cicie,200,,
190,China,bioMérieux China,,"17/Floor, Yen Sheng Centre, 64 Hoi Yuen Road, Kwun Tong ",Kowloon - Hong Kong,,+852 2356 7033,,,Fax: +852 2330 2085,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
191,Costa Rica,Tecno Diagnostica,,"2524-1000 San José, Costa Rica",,,+506 2240-8568,,,Fax: +506 2297-0606,,"servitec@tecnodiagnostica.com ",www.tecnodiagnostica.com/,,added by cicie,200,,
192,Cyprus,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
193,Czech Republic,bioMérieux,,"Hvezdova 1716/2b, 140 78  PRAHA 4",,,+420 261 109 650,,,Fax: +420 261 109 655,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
194,Denmark,Reaction Lab,,"Vassingerödvej 91C, 3540 Lynge, Denmark ",,,+45 7027 9595,,,Fax: +45 7027 9596,,info.denmark@reaction-lab.com,www.reaction-lab.com,,added by cicie,200,,
195,Dominican Republic,Gen-Probe Southeast Regional Sales Manager,Sherry Helms,"10210 Genetic Center Drive, San Diego, CA 92121",,,1-800-523-5001 Ext.5305,,,,,sherryh@gen-probe.com,,,added by cicie,200,,
196,DR Congo,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
197,Ecuador,MasterCare / Andromaco,,Avenida Quilín 5273,"Peñalolén, Santiago de Chile",,+562 594 8000,,,,,contacto@andromaco.cl,www.laboratoriosandromaco.cl,,added by cicie,200,,
198,Egypt,Scientific & Trading Co.,,8 Osman Abdel Hafeez Street – 2nd District,"Nasr City, Cairo, 11371",,+20-2-402-0599,,,Fax: +20-2-402-0426,,"Info@nouh.com.eg ",www.nouh.com.eg/,,added by cicie,200,,
199,Estonia - Siemens Medical Solutions,Siemens Medical Solutions,,"20 Pirita Road, 10127 Tallin, Estonia",,,+372 606 2750,,,Fax: +372 606 2755,,,www.medical.siemens.com,,added by cicie,200,,
200,Ethiopia,Pro-Gen Diagnostics,Bernard Vorster,"P.O. Box 1872, Magaliesview 2067, South Africa",,,+27-11-467-7510,,,Fax: +27-11-467-7505,,info@pro-gensa.com,www.pro-gensa.com,,added by cicie,200,,
201,Fiji,bioMérieux Australia,,Unit 25 Parkview Business Centre,1 Maitland Place,"Baulkham Hills NSW 2153, Australia",+61-2-8852-4700,,,Fax: +61-2-8852-4777,,,www.biomerieux.com.au/servlet/srt/bio/australia/home,,added by cicie,200,"1 Maitland Place Baulkham Hills NSW 2153, Australia",
202,Finland - Immuno Diagnostics,Immuno Diagnostics Oy,,"Kaivokutu 16, 13100 Hameenlinna, Finland",,,+358 3 615 370,,,Fax: +358 3 682 2039,,info@immunodiagnostic.com,www.immunodiagnostic.fi,,added by cicie,200,"Kaivokatu 16, 13100 Hämeenlinna, Finland",
203,France,bioMérieux,,"F-69280 Marcy l'Etoile, France",,,+33 04 78 87 20 00,,,Fax: +33 04 78 87 20 90,,,www.biomerieux.fr/servlet/srt/bio/france/home,,added by cicie,200,,
204,Georgia,ILEX Medical,,"21 Hamelacha St. New Industrial Park. Rosh Ha'ayin, 48091, Israel",,,+ 972.3.938.5501,,,Fax: + 972.3.938.5500,,Sales@ilexmedical.com,www.ilexmedical.com/,,added by cicie,8,"New Industrial Park. Rosh Ha'ayin, 48091, Israel",
205,Germany,bioMérieux,,"Postfach 1204, 72602 Nürtingen",,,+07022 30 07 0,,,Fax: +07022 3 61-10,,,www.biomerieux.de/servlet/srt/bio/germany/home,,added by cicie,200,,
206,Greece,bioMérieux,,"35 Mihalakopoulou Street, 11528 Athens, Greece",,,+30-10-7272400,,,Fax: +30-10-7293855,,,www.biomerieux.com/servlet/srt/bio/portail/home,,added by cicie,200,,
